"Código","Categoria","Origem","Espécie","Rúbrica","Alínea","Detalhamento","Receita Prevista (Bruta)","Receita Arrecadada (Bruta)"
"1.1.1.8.01.2.1.01","Deduções da Receita","Impostos, Taxas e Contribuições de Melhoria","Impostos","Impostos - Específicos de Estados/DF e Municípios","Impostos sobre o Patrimônio para Estados/DF/Municípios","IPVA ","0","-48964194.81"
"1.1.1.8.01.2.1.02","Deduções da Receita","Impostos, Taxas e Contribuições de Melhoria","Impostos","Impostos - Específicos de Estados/DF e Municípios","Impostos sobre o Patrimônio para Estados/DF/Municípios","IPVA ","0","-244386210.87"
"1.1.1.8.01.3.1.01","Deduções da Receita","Impostos, Taxas e Contribuições de Melhoria","Impostos","Impostos - Específicos de Estados/DF e Municípios","Impostos sobre o Patrimônio para Estados/DF/Municípios","ITCD","0","-5291680.66"
"1.1.1.8.02.1.1.01","Deduções da Receita","Impostos, Taxas e Contribuições de Melhoria","Impostos","Impostos - Específicos de Estados/DF e Municípios","Impostos sobre a Produção, circulação de Mercadorias e Serviços","ICMS ","0","-1062306340.42"
"1.1.1.8.02.1.1.02","Deduções da Receita","Impostos, Taxas e Contribuições de Melhoria","Impostos","Impostos - Específicos de Estados/DF e Municípios","Impostos sobre a Produção, circulação de Mercadorias e Serviços","ICMS ","0","-1765070102.24"
"1.1.1.8.02.1.3.02","Deduções da Receita","Impostos, Taxas e Contribuições de Melhoria","Impostos","Impostos - Específicos de Estados/DF e Municípios","Impostos sobre a Produção, circulação de Mercadorias e Serviços","Dívida Ativa de ICMS ","0","-6873225.77"
"1.1.1.8.02.1.7.02","Deduções da Receita","Impostos, Taxas e Contribuições de Melhoria","Impostos","Impostos - Específicos de Estados/DF e Municípios","Impostos sobre a Produção, circulação de Mercadorias e Serviços","Multas da Dívida Ativa de ICMS ","0","-459940.97"
"1.1.1.8.02.1.8.02","Deduções da Receita","Impostos, Taxas e Contribuições de Melhoria","Impostos","Impostos - Específicos de Estados/DF e Municípios","Impostos sobre a Produção, circulação de Mercadorias e Serviços","Juros de Mora da Dívida Ativa de ICMS ","0","-1844433.23"
"1.1.2.8.01.9.1.09","Deduções da Receita","Impostos, Taxas e Contribuições de Melhoria","Taxas","Taxas - Específicas de Estados, DF e Municípios","Taxas de Inspeção, Controle e Fiscalização","Taxa de Prevenção Contra Sinistro","0","-9170.54"
"1.1.2.8.01.9.1.14","Deduções da Receita","Impostos, Taxas e Contribuições de Melhoria","Taxas","Taxas - Específicas de Estados, DF e Municípios","Taxas de Inspeção, Controle e Fiscalização","Taxa de Registro de Veículo e Habilitação","0","-48509.48"
"1.2.1.8.01.2.1.01","Deduções da Receita","Contribuições","Contribuições Sociais","Contribuições Sociais - Específicas de Estados, DF e Municípios","Contribuições Servidor Civil p/ Plano de Seguridade Soc CPSSS Específico de EST, DF, MUN","Poder Executivo - Inativo Civil","0","-31259.83"
"1.2.1.8.05.2.1.01","Deduções da Receita","Contribuições","Contribuições Sociais","Contribuições Sociais - Específicas de Estados, DF e Municípios","Contribuição dos Militares e Pensionistas para Previdência Militar de Estados e DF","Contribuição do Militar Inativo","0","-6487.94"
"1.3.1.0.02.1.1.01","Deduções da Receita","Receita Patrimonial","Exploração do Patrimônio Imobiliário do Estado","Exploração do Patrimônio Imobiliário do Estado","Concessão, Permissão, Autorização ou Cessão do Direito de Uso de Bens Imóveis Públicos","Concessão de Direito de Uso de Área Pública - Adm. Direta","0","-24680.6"
"1.3.2.1.00.4.1.02","Deduções da Receita","Receita Patrimonial","Valores Mobiliários","Juros e Correções Monetárias","Juros e Correções Monetárias","Remuneração dos Investimentos em Rendas Variáveis","0","-354984.67"
"1.3.2.1.00.4.1.04","Deduções da Receita","Receita Patrimonial","Valores Mobiliários","Juros e Correções Monetárias","Juros e Correções Monetárias","Remuneração dos Investimentos em Renda Fixa - Fundo Financeiro","0","-1312501.38"
"1.4.0.0.00.1.1.03","Deduções da Receita","Receita Agropecuária","Receita Agropecuária","Receita Agropecuária","Receita Agropecuária","Pecuária","0","-1998"
"1.6.1.0.02.1.1.09","Deduções da Receita","Receita de Serviços","Serviços Administrativos e Comerciais Gerais","Serviços Administrativos e Comerciais Gerais","Inscrição em Concursos e Processos Seletivos","Serviços de Inscrição em Concursos Públicos - Demais Orgãos Adm. Direta","0","-11280"
"1.7.1.8.01.1.1.01","Deduções da Receita","Transferências Correntes","Transferências da União e de suas Entidades","Transferências da União - Específicas de Estados, DF e Munícipios","Participação na Receita da União","Cota-Parte do FPE","0","-1250744372.71"
"1.7.1.8.01.6.1.01","Deduções da Receita","Transferências Correntes","Transferências da União e de suas Entidades","Transferências da União - Específicas de Estados, DF e Munícipios","Participação na Receita da União","Cota-Parte do IPI","0","-1366037.32"
"1.7.1.8.01.6.1.02","Deduções da Receita","Transferências Correntes","Transferências da União e de suas Entidades","Transferências da União - Específicas de Estados, DF e Munícipios","Participação na Receita da União","Cota-Parte do IPI ","0","-2276728.62"
"1.7.1.8.01.7.1.02","Deduções da Receita","Transferências Correntes","Transferências da União e de suas Entidades","Transferências da União - Específicas de Estados, DF e Munícipios","Participação na Receita da União","Cota-Parte CIDE ","0","-3136246.28"
"1.7.1.8.02.3.1.02","Deduções da Receita","Transferências Correntes","Transferências da União e de suas Entidades","Transferências da União - Específicas de Estados, DF e Munícipios","Transferência da Compensação Financeira pela Exploração de Recursos Naturais","Cota-parte Royalties - Comp. Fin. pela Produção de Petróleo - Lei 7.990/99 ","0","-51992555.37"
"1.7.1.8.99.1.1.15","Deduções da Receita","Transferências Correntes","Transferências da União e de suas Entidades","Transferências da União - Específicas de Estados, DF e Munícipios","Outras Transferências da União","Aux. Financ.- Outorga Crédito Tribut. ICMS -Art 5º, Inciso V, EC 123/2022 - Estado","0","-2612093.3"
"1.7.1.8.99.1.1.17","Deduções da Receita","Transferências Correntes","Transferências da União e de suas Entidades","Transferências da União - Específicas de Estados, DF e Munícipios","Outras Transferências da União","Aux. Financ.- Outorga Crédito Tribut. ICMS -Art 5º, Inciso V, EC 123/2022 - Município","0","-4353488.85"
"1.9.1.0.01.1.1.01","Deduções da Receita","Outras Receitas Correntes","Multas Administrativas, Contratuais e Judiciais","Multas Administrativas, Contratuais e Judiciais","Multas Previstas em Legislação Específica","Multas por Infração a Legislação de Trânsito","0","-22495.62"
"1.9.9.0.99.1.1.94","Deduções da Receita","Outras Receitas Correntes","Demais Receitas Correntes","Demais Receitas Correntes","Outras Receitas","Outras Receitas - Tesouro","0","-8100.97"
"1.1.1.3.03.1.1.01","Receitas Correntes","Impostos, Taxas e Contribuições de Melhoria","Impostos","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte","IRRF - Trabalho","1286989000","999277491.57"
"1.1.1.3.03.4.1.01","Receitas Correntes","Impostos, Taxas e Contribuições de Melhoria","Impostos","Impostos sobre a Renda e Proventos de Qualquer Natureza","Imposto sobre a Renda - Retido na Fonte","IRRF - Outros Rendimentos","0","17307955.29"
"1.1.1.8.01.2.1.01","Receitas Correntes","Impostos, Taxas e Contribuições de Melhoria","Impostos","Impostos - Específicos de Estados/DF e Municípios","Impostos sobre o Patrimônio para Estados/DF/Municípios","IPVA ","279660000","244385895.79"
"1.1.1.8.01.2.1.02","Receitas Correntes","Impostos, Taxas e Contribuições de Melhoria","Impostos","Impostos - Específicos de Estados/DF e Municípios","Impostos sobre o Patrimônio para Estados/DF/Municípios","IPVA ","279660000","244386210.87"
"1.1.1.8.01.2.3.01","Receitas Correntes","Impostos, Taxas e Contribuições de Melhoria","Impostos","Impostos - Específicos de Estados/DF e Municípios","Impostos sobre o Patrimônio para Estados/DF/Municípios","Dívida Ativa de IPVA - Principal","16528000","13328651.73"
"1.1.1.8.01.2.5.01","Receitas Correntes","Impostos, Taxas e Contribuições de Melhoria","Impostos","Impostos - Específicos de Estados/DF e Municípios","Impostos sobre o Patrimônio para Estados/DF/Municípios","Multas de IPVA ","395000","0"
"1.1.1.8.01.2.5.02","Receitas Correntes","Impostos, Taxas e Contribuições de Melhoria","Impostos","Impostos - Específicos de Estados/DF e Municípios","Impostos sobre o Patrimônio para Estados/DF/Municípios","Multas de IPVA ","395000","0"
"1.1.1.8.01.2.6.01","Receitas Correntes","Impostos, Taxas e Contribuições de Melhoria","Impostos","Impostos - Específicos de Estados/DF e Municípios","Impostos sobre o Patrimônio para Estados/DF/Municípios","Juros de Mora de IPVA ","408000","0"
"1.1.1.8.01.2.6.02","Receitas Correntes","Impostos, Taxas e Contribuições de Melhoria","Impostos","Impostos - Específicos de Estados/DF e Municípios","Impostos sobre o Patrimônio para Estados/DF/Municípios","Juros de Mora de IPVA ","408000","0"
"1.1.1.8.01.2.7.01","Receitas Correntes","Impostos, Taxas e Contribuições de Melhoria","Impostos","Impostos - Específicos de Estados/DF e Municípios","Impostos sobre o Patrimônio para Estados/DF/Municípios","Multas da Dívida Ativa de IPVA ","2515000","2281552.17"
